Index,Id,Class,Name,Unknown,Gender,Level,Unknown,Unknown,Brand,Unknown,Payment,Exchange,Cash 7,Cash 30,Cash Perm,Points 7,Points 30,Points Perm,Unknown,Icon Path,NifFile1,NifFile2,NifFile3,NifFile4,NifFile5,Description
61,1011112,101,Fisherman hat charcoal,0,1,0,0,0,0,0,3,1,59,118,236,1250,2500,5000,10100,Item/Head111_2,Shape1_Head111_2,Shape1_Head111_2,Shape1_Head111_2,Shape4_Head111_2,,
62,1011113,101,Fisherman hat purple,0,1,0,0,0,0,0,3,1,59,118,236,1250,2500,5000,10100,Item/Head111_3,Shape1_Head111_3,Shape1_Head111_3,Shape1_Head111_3,Shape4_Head111_3,,
63,1011120,101,Wool cap blue,0,0,0,0,0,0,0,3,1,71,142,283,1500,3000,6000,10100,Item/Head112_0,Shape1_Head112_0,Shape1_Head112_0,Shape1_Head112_0,Shape4_Head112_0,,
64,1011121,101,Wool cap black,0,0,0,0,0,0,0,3,1,71,142,283,1500,3000,6000,10100,Item/Head112_1,Shape1_Head112_1,Shape1_Head112_1,Shape1_Head112_1,Shape4_Head112_1,,
65,1011122,101,Wool cap red,0,0,0,0,0,0,0,3,1,71,142,283,1500,3000,6000,10100,Item/Head112_2,Shape1_Head112_2,Shape1_Head112_2,Shape1_Head112_2,Shape4_Head112_2,,
66,1011130,101,Felt hat black,0,1,0,0,0,0,0,3,1,71,142,283,1500,3000,6000,10100,Item/Head113_0,Shape1_Head113_0,Shape1_Head113_0,Shape1_Head113_0,Shape4_Head113_0,,
67,1011131,101,Felt hat blue,0,1,0,0,0,0,0,3,1,71,142,283,1500,3000,6000,10100,Item/Head113_1,Shape1_Head113_1,Shape1_Head113_1,Shape1_Head113_1,Shape4_Head113_1,,
68,1011132,101,Felt hat green,0,1,0,0,0,0,0,3,1,71,142,283,1500,3000,6000,10100,Item/Head113_2,Shape1_Head113_2,Shape1_Head113_2,Shape1_Head113_2,Shape4_Head113_2,,
69,1011133,101,Felt hat red,0,1,0,0,0,0,0,3,1,71,142,283,1500,3000,6000,10100,Item/Head113_3,Shape1_Head113_3,Shape1_Head113_3,Shape1_Head113_3,Shape4_Head113_3,,
70,1011140,101,Ponytail black,0,2,0,0,0,0,0,3,1,71,142,283,1500,3000,6000,10100,Item/Head114_0,Shape1_Head114_0,Shape1_Head114_0,Shape1_Head114_0,Shape4_Head114_0,,
71,1011141,101,Ponytail brown,0,2,0,0,0,0,0,3,1,71,142,283,1500,3000,6000,10100,Item/Head114_1,Shape1_Head114_1,Shape1_Head114_1,Shape1_Head114_1,Shape4_Head114_1,,
72,1011142,101,Ponytail red,0,2,0,0,0,0,0,3,1,71,142,283,1500,3000,6000,10100,Item/Head114_2,Shape1_Head114_2,Shape1_Head114_2,Shape1_Head114_2,Shape4_Head114_2,,
73,1011150,101,Cut style  A,0,2,0,0,0,0,0,0,1,47,94,189,1000,2000,4000,10100,Item/Head115_0,Shape1_Head115_0,Shape1_Head115_0,Shape1_Head115_0,Shape4_Head115_0,,
74,1011151,101,Cut style  B,0,2,0,0,0,0,0,0,1,47,94,189,1000,2000,4000,10100,Item/Head115_1,Shape1_Head115_1,Shape1_Head115_1,Shape1_Head115_1,Shape4_Head115_1,,
75,1011152,101,Cut style  C,0,2,0,0,0,0,0,0,1,47,94,189,1000,2000,4000,10100,Item/Head115_2,Shape1_Head115_2,Shape1_Head115_2,Shape1_Head115_2,Shape4_Head115_2,,
76,1011160,101,Carrier A,0,2,0,0,0,0,0,0,1,47,94,189,1000,2000,4000,10100,Item/Head116_0,Shape1_Head116_0,Shape1_Head116_0,Shape1_Head116_0,Shape4_Head116_0,,
77,1011161,101,Carrier B,0,2,0,0,0,0,0,0,1,47,94,189,1000,2000,4000,10100,Item/Head116_1,Shape1_Head116_1,Shape1_Head116_1,Shape1_Head116_1,Shape4_Head116_1,,
78,1011162,101,Carrier C,0,2,0,0,0,0,0,0,1,47,94,189,1000,2000,4000,10100,Item/Head116_2,Shape1_Head116_2,Shape1_Head116_2,Shape1_Head116_2,Shape4_Head116_2,,
79,1011170,101,Wave curly  A,0,2,0,0,0,0,0,0,1,41,83,165,875,1750,3500,10100,Item/Head117_0,Shape1_Head117_0,Shape1_Head117_0,Shape1_Head117_0,Shape4_Head117_0,,
80,1011171,101,Wave curly  B,0,2,0,0,0,0,0,0,1,41,83,165,875,1750,3500,10100,Item/Head117_1,Shape1_Head117_1,Shape1_Head117_1,Shape1_Head117_1,Shape4_Head117_1,,
81,1011172,101,Wave curly  C,0,2,0,0,0,0,0,0,1,41,83,165,875,1750,3500,10100,Item/Head117_2,Shape1_Head117_2,Shape1_Head117_2,Shape1_Head117_2,Shape4_Head117_2,,
82,1011180,101,Sun cap blue,0,1,0,0,0,0,0,3,1,71,142,283,1500,3000,6000,10100,Item/Head118_0,Shape1_Head118_0,Shape1_Head118_0,Shape1_Head118_0,Shape4_Head118_0,,
83,1011181,101,Sun cap red,0,1,0,0,0,0,0,3,1,71,142,283,1500,3000,6000,10100,Item/Head118_1,Shape1_Head118_1,Shape1_Head118_1,Shape1_Head118_1,Shape4_Head118_1,,
84,1011182,101,Sun cap green,0,1,0,0,0,0,0,3,1,71,142,283,1500,3000,6000,10100,Item/Head118_2,Shape1_Head118_2,Shape1_Head118_2,Shape1_Head118_2,Shape4_Head118_2,,
85,1011183,101,Sun cap purple,0,1,0,0,0,0,0,3,1,71,142,283,1500,3000,6000,10100,Item/Head118_3,Shape1_Head118_3,Shape1_Head118_3,Shape1_Head118_3,Shape4_Head118_3,,
86,1011184,101,Sun cap pink,0,1,0,0,0,0,0,3,1,71,142,283,1500,3000,6000,10100,Item/Head118_4,Shape1_Head118_4,Shape1_Head118_4,Shape1_Head118_4,Shape4_Head118_4,,
87,1011190,101,Ponytail black,0,1,0,0,0,0,0,3,1,59,118,236,1250,2500,5000,10100,Item/Head119_0,Shape1_Head119_0,Shape1_Head119_0,Shape1_Head119_0,Shape4_Head119_0,,
88,1011191,101,Ponytail lightbrown,0,1,0,0,0,0,0,3,1,59,118,236,1250,2500,5000,10100,Item/Head119_1,Shape1_Head119_1,Shape1_Head119_1,Shape1_Head119_1,Shape4_Head119_1,,
89,1011192,101,Ponytail blue,0,1,0,0,0,0,0,3,1,59,118,236,1250,2500,5000,10100,Item/Head119_2,Shape1_Head119_2,Shape1_Head119_2,Shape1_Head119_2,Shape4_Head119_2,,
90,1011193,101,Ponytail green,0,1,0,0,0,0,0,3,1,59,118,236,1250,2500,5000,10100,Item/Head119_3,Shape1_Head119_3,Shape1_Head119_3,Shape1_Head119_3,Shape4_Head119_3,,
91,1011194,101,Ponytail brown,0,1,0,0,0,0,0,3,1,59,118,236,1250,2500,5000,10100,Item/Head119_4,Shape1_Head119_4,Shape1_Head119_4,Shape1_Head119_4,Shape4_Head119_4,,
92,1011200,101,Hunting cap brown,0,0,0,0,0,0,0,3,1,59,118,236,1250,2500,5000,10100,Item/Head120_0,Shape1_Head120_0,Shape1_Head120_0,Shape1_Head120_0,Shape4_Head120_0,,
93,1011201,101,Hunting cap green,0,0,0,0,0,0,0,3,1,59,118,236,1250,2500,5000,10100,Item/Head120_1,Shape1_Head120_1,Shape1_Head120_1,Shape1_Head120_1,Shape4_Head120_1,,
94,1011202,101,Hunting cap black,0,0,0,0,0,0,0,3,1,59,118,236,1250,2500,5000,10100,Item/Head120_2,Shape1_Head120_2,Shape1_Head120_2,Shape1_Head120_2,Shape4_Head120_2,,
95,1011210,101,Black with headphones,0,2,0,0,0,0,0,3,1,53,106,212,1125,2250,4500,10100,Item/Head121_0,Shape1_Head121_0,Shape1_Head121_0,Shape1_Head121_0,Shape4_Head121_0,,
96,1011211,101,Brown with headphones,0,2,0,0,0,0,0,3,1,53,106,212,1125,2250,4500,10100,Item/Head121_1,Shape1_Head121_1,Shape1_Head121_1,Shape1_Head121_1,Shape4_Head121_1,,
97,1011212,101,Green with headphones,0,2,0,0,0,0,0,3,1,53,106,212,1125,2250,4500,10100,Item/Head121_2,Shape1_Head121_2,Shape1_Head121_2,Shape1_Head121_2,Shape4_Head121_2,,
98,1011213,101,Blue with headphones,0,2,0,0,0,0,0,3,1,53,106,212,1125,2250,4500,10100,Item/Head121_3,Shape1_Head121_3,Shape1_Head121_3,Shape1_Head121_3,Shape4_Head121_3,,
99,1011220,101,Crystal magic red,0,2,0,0,0,0,0,3,1,53,106,212,1125,2250,4500,10100,Item/Head122_0,Shape1_Head122_0,Shape1_Head122_0,Shape1_Head122_0,Shape4_Head122_0,,
100,1011221,101,Crystal magic black,0,2,0,0,0,0,0,3,1,53,106,212,1125,2250,4500,10100,Item/Head122_1,Shape1_Head122_1,Shape1_Head122_1,Shape1_Head122_1,Shape4_Head122_1,,
101,1011222,101,Crystal magic blonde,0,2,0,0,0,0,0,3,1,53,106,212,1125,2250,4500,10100,Item/Head122_2,Shape1_Head122_2,Shape1_Head122_2,Shape1_Head122_2,Shape4_Head122_2,,
102,1011223,101,Crystal magic blue,0,2,0,0,0,0,0,3,1,53,106,212,1125,2250,4500,10100,Item/Head122_3,Shape1_Head122_3,Shape1_Head122_3,Shape1_Head122_3,Shape4_Head122_3,,
103,1011230,101,Long hair brown,0,2,0,0,0,0,0,3,1,71,142,283,1500,3000,6000,10100,Item/Head123_0,Shape1_Head123_0,Shape1_Head123_0,Shape1_Head123_0,Shape4_Head123_0,,
104,1011231,101,Long hair purple,0,2,0,0,0,0,0,3,1,71,142,283,1500,3000,6000,10100,Item/Head123_1,Shape1_Head123_1,Shape1_Head123_1,Shape1_Head123_1,Shape4_Head123_1,,
105,1011232,101,Long hair blue,0,2,0,0,0,0,0,3,1,71,142,283,1500,3000,6000,10100,Item/Head123_2,Shape1_Head123_2,Shape1_Head123_2,Shape1_Head123_2,Shape4_Head123_2,,
106,1011233,101,Long hair red,0,2,0,0,0,0,0,3,1,71,142,283,1500,3000,6000,10100,Item/Head123_3,Shape1_Head123_3,Shape1_Head123_3,Shape1_Head123_3,Shape4_Head123_3,,
107,1011240,101,Bandana brown,0,2,0,0,0,0,0,3,1,59,118,236,1250,2500,5000,10100,Item/Head124_0,Shape1_Head124_0,Shape1_Head124_0,Shape1_Head124_0,Shape4_Head124_0,,
108,1011241,101,Bandana green,0,2,0,0,0,0,0,3,1,59,118,236,1250,2500,5000,10100,Item/Head124_1,Shape1_Head124_1,Shape1_Head124_1,Shape1_Head124_1,Shape4_Head124_1,,
109,1011242,101,Bandana black,0,2,0,0,0,0,0,3,1,59,118,236,1250,2500,5000,10100,Item/Head124_2,Shape1_Head124_2,Shape1_Head124_2,Shape1_Head124_2,Shape4_Head124_2,,
110,1011243,101,Bandana blue,0,2,0,0,0,0,0,3,1,59,118,236,1250,2500,5000,10100,Item/Head124_3,Shape1_Head124_3,Shape1_Head124_3,Shape1_Head124_3,Shape4_Head124_3,,
111,1011250,101,Pigtails hair purple,0,2,0,0,0,0,0,3,1,59,118,236,1250,2500,5000,10100,Item/Head125_0,Shape1_Head125_0,Shape1_Head125_0,Shape1_Head125_0,Shape4_Head125_0,,
112,1011251,101,Pigtails hair brown,0,2,0,0,0,0,0,3,1,59,118,236,1250,2500,5000,10100,Item/Head125_1,Shape1_Head125_1,Shape1_Head125_1,Shape1_Head125_1,Shape4_Head125_1,,
113,1011252,101,Pigtails hair black,0,2,0,0,0,0,0,3,1,59,118,236,1250,2500,5000,10100,Item/Head125_2,Shape1_Head125_2,Shape1_Head125_2,Shape1_Head125_2,Shape4_Head125_2,,
114,1011253,101,Pigtails hair blue,0,2,0,0,0,0,0,3,1,59,118,236,1250,2500,5000,10100,Item/Head125_3,Shape1_Head125_3,Shape1_Head125_3,Shape1_Head125_3,Shape4_Head125_3,,
115,1011260,101,Short hair darkbrown,0,2,0,0,0,0,0,3,1,47,94,189,1000,2000,4000,10100,Item/Head126_0,Shape1_Head126_0,Shape1_Head126_0,Shape1_Head126_0,Shape4_Head126_0,,
116,1011261,101,Short hair blue,0,2,0,0,0,0,0,3,1,47,94,189,1000,2000,4000,10100,Item/Head126_1,Shape1_Head126_1,Shape1_Head126_1,Shape1_Head126_1,Shape4_Head126_1,,
117,1011262,101,Short hair brown,0,2,0,0,0,0,0,3,1,47,94,189,1000,2000,4000,10100,Item/Head126_2,Shape1_Head126_2,Shape1_Head126_2,Shape1_Head126_2,Shape4_Head126_2,,
118,1011263,101,Short hair purple,0,2,0,0,0,0,0,3,1,47,94,189,1000,2000,4000,10100,Item/Head126_3,Shape1_Head126_3,Shape1_Head126_3,Shape1_Head126_3,Shape4_Head126_3,,
119,1011270,101,Motorcycle Helmet red,0,0,0,0,0,0,0,3,1,106,212,424,2250,4500,9000,10100,Item/Head127_0,Shape1_Head127_0,Shape1_Head127_0,Shape1_Head127_0,Shape4_Head127_0,,
120,1011271,101,Motorcycle Helmet blue,0,0,0,0,0,0,0,3,1,106,212,424,2250,4500,9000,10100,Item/Head127_1,Shape1_Head127_1,Shape1_Head127_1,Shape1_Head127_1,Shape4_Head127_1,,
121,1011272,101,Motorcycle Helmet green,0,0,0,0,0,0,0,3,1,106,212,424,2250,4500,9000,10100,Item/Head127_2,Shape1_Head127_2,Shape1_Head127_2,Shape1_Head127_2,Shape4_Head127_2,,
122,1011280,101,Hairband red,0,2,0,0,0,0,0,3,1,59,118,236,1250,2500,5000,10100,Item/Head128_0,Shape1_Head128_0,Shape1_Head128_0,Shape1_Head128_0,Shape4_Head128_0,,
123,1011281,101,Hairband green,0,2,0,0,0,0,0,3,1,59,118,236,1250,2500,5000,10100,Item/Head128_1,Shape1_Head128_1,Shape1_Head128_1,Shape1_Head128_1,Shape4_Head128_1,,
124,1011282,101,Hairband blue,0,2,0,0,0,0,0,3,1,59,118,236,1250,2500,5000,10100,Item/Head128_2,Shape1_Head128_2,Shape1_Head128_2,Shape1_Head128_2,Shape4_Head128_2,,
125,1016010,101,Dolsae hari band A,100,1,0,0,0,0,1,0,0,12,24,47,250,500,1000,92000,Item/Head601_0,Shape1_Head601_0,Shape1_Head601_0,Shape1_Head601_0,Shape4_Head601_0,,
126,1016020,101,Block crown A,100,2,0,0,0,0,1,0,0,12,24,47,250,500,1000,92000,Item/Head602_0,Shape1_Head602_0,Shape1_Head602_0,Shape1_Head602_0,Shape4_Head602_0,,
127,1016030,101,Santa Claus Cap,0,1,0,0,0,0,1,0,0,30,60,120,625,1250,2500,10100,Item/Head603_0,Shape1_Head603_0,Shape1_Head603_0,Shape1_Head603_0,Shape4_Head603_0,,
128,1016040,101,Santa Claus Cap,0,2,0,0,0,0,1,0,0,30,60,120,625,1250,2500,10100,Item/Head604_0,Shape1_Head604_0,Shape1_Head604_0,Shape1_Head604_0,Shape4_Head604_0,,
129,1016050,101,Rudolph Cap,0,0,0,0,0,0,1,0,0,12,24,47,250,500,1000,92000,Item/Head605_0,Shape1_Head605_0,Shape1_Head605_0,Shape1_Head605_0,Shape4_Head605_0,,
130,1016060,101,Mouse_kor,100,0,0,0,0,0,1,0,0,12,24,47,250,500,1000,10100,Item/Head606_0,Shape1_Head606_0,Shape1_Head606_0,Shape1_Head606_0,Shape4_Head606_0,,
131,1016070,101,Candy hat,0,1,0,102,0,0,1,0,0,12,24,47,250,500,1000,10100,Item/Head607_0,Shape1_Head607_0,Shape1_Head607_0,Shape1_Head607_0,Shape4_Head607_0,,
132,1016071,101,Heart hat,0,1,0,102,0,0,1,0,0,12,24,47,250,500,1000,10100,Item/Head607_1,Shape1_Head607_1,Shape1_Head607_1,Shape1_Head607_1,Shape4_Head607_1,,
133,1016080,101,Candy hat,0,2,0,102,0,0,1,0,0,12,24,47,250,500,1000,10100,Item/Head608_0,Shape1_Head608_0,Shape1_Head608_0,Shape1_Head608_0,Shape4_Head608_0,,
134,1016081,101,Heart hat,0,2,0,102,0,0,1,0,0,12,24,47,250,500,1000,10100,Item/Head608_1,Shape1_Head608_1,Shape1_Head608_1,Shape1_Head608_1,Shape4_Head608_1,,
135,1016090,101,Panda mask,100,0,0,0,0,0,1,0,0,12,24,47,250,500,1000,10100,Item/Head609_0,Shape1_Head609_0,Shape1_Head609_0,Shape1_Head609_0,Shape4_Head609_0,,
136,1016091,101,Cat mask,100,0,0,0,0,0,1,0,0,12,24,47,250,500,1000,10100,Item/Head609_1,Shape1_Head609_1,Shape1_Head609_1,Shape1_Head609_1,Shape4_Head609_1,,
